#
 0,           exploit,20,  0.49,  0.05, *   ----            |                   ,  0.49,  0.63, 8.00
 0,           exploit,25,  0.49,  0.00, *----------         |                   ,  0.49,  0.63, 9.23
 0,           exploit,30,  0.49,  0.08, *     -----         |                   ,  0.49,  0.68, 6.37
#
 1,             LLM++,30,  0.52,  0.04,   * --              |                   ,  0.49,  0.57, 619.99
 1,           explore,20,  0.54,  0.07,     *------         |                   ,  0.49,  0.63, 8.59
 1,            random,25,  0.55,  0.07,     *----           |                   ,  0.49,  0.61, 0.00
#
 2,            random,30,  0.56,  0.02, ---- *------        |                   ,  0.49,  0.66, 0.00
#
 3,            PI_GPM,25,  0.57,  0.12, --   *              |                   ,  0.49,  0.67, 2448.70
 3,            random,20,  0.57,  0.11, --    *    -        |                   ,  0.49,  0.66, 0.00
 3,           UCB_GPM,30,  0.59,  0.04,        *---         |                   ,  0.52,  0.64, 3072.63
#
 4,            EI_GPM,30,  0.59,  0.06,     -- *            |                   ,  0.49,  0.64, 3145.71
 4,           explore,30,  0.59,  0.08,   --    *  -----    |                   ,  0.50,  0.70, 6.84
#
 5,           UCB_GPM,25,  0.61,  0.04,     ---  *          |                   ,  0.55,  0.64, 2468.87
 5,            PI_GPM,30,  0.61,  0.07,     -    *          |                   ,  0.49,  0.64, 3111.48
 5,           explore,25,  0.61,  0.08,   --     * ------   |                   ,  0.49,  0.74, 9.82
#
 6,           UCB_GPM,20,  0.63,  0.06, ------     *        |                   ,  0.49,  0.65, 1751.76
 6,            PI_GPM,20,  0.63,  0.07, ------     *        |                   ,  0.49,  0.64, 1905.73
 6,            EI_GPM,25,  0.63,  0.01,     -------*        |                   ,  0.50,  0.64, 2490.23
 6,            EI_GPM,20,  0.64,  0.07,     -      *        |                   ,  0.50,  0.65, 1888.61
#
 7,         baseline,196,  0.75,  0.12,          --------   *      -----------  ,  0.49,  1.00, 0.00
 7,                rrp,9,  0.75,  0.17,          ---        *     ------------- ,  0.59,  0.99, 0.40
