#
 0,     warm4/exploit,20,  0.09,  0.13, *          -----    |                   ,  0.09,  0.30, 310.28
 0,     warm4/explore,25,  0.09,  0.17, *             ------|----------         ,  0.09,  0.46, 313.34
 0,     warm4/explore,30,  0.09,  0.00, *-----------------  |                   ,  0.09,  0.34, 308.69
#
 1,     warm4/exploit,25,  0.20,  0.13,          * ---      |                   ,  0.09,  0.27, 308.12
#
 2,     warm4/exploit,30,  0.23,  0.18,             *  -----|                   ,  0.09,  0.33, 311.17
 2,     warm4/explore,20,  0.23,  0.22,             *      -|---                ,  0.09,  0.38, 305.49
#
 3,           exploit,25,  0.27,  0.07,            --  *   -|----               ,  0.21,  0.38, 16.18
 3,           exploit,30,  0.28,  0.05,            ---  *  -|--                 ,  0.16,  0.38, 19.78
#
 4,           exploit,20,  0.30,  0.03,               --- *-|--                 ,  0.22,  0.39, 12.86
#
 5,            random,30,  0.32,  0.05,           --------  * --                ,  0.18,  0.38, 0.00
 5,            random,25,  0.33,  0.04,                 --  |*---               ,  0.20,  0.39, 0.00
 5,           explore,20,  0.33,  0.02,                  ---|*---               ,  0.26,  0.40, 13.19
#
 6,       baseline,65536,  0.36,  0.07,                 ----|  *   -            ,  0.09,  0.49, 0.08
 6,            random,20,  0.36,  0.05,                   --|  * ---            ,  0.21,  0.47, 0.00
 6,           explore,30,  0.36,  0.06,               ------|   * --            ,  0.22,  0.44, 19.67
 6,           explore,25,  0.37,  0.07,                  ---|-   *  -           ,  0.18,  0.50, 16.53
 6,               rrp,17,  0.40,  0.11,             --------|      * ---------- ,  0.21,  0.54, 52.96
