Col0,Col1,Performance-,Cpu-
6.762129783630371,10.201581001281738,86920.4,3.881844
6.761073589324951,10.199676513671875,86441.2,3.863023
6.758961200714111,10.195867538452148,86236.0,3.896279
6.75473690032959,10.188247680664062,86426.6,3.940698
6.806742191314697,10.262755393981934,86707.4,3.864857
6.8056864738464355,10.26085090637207,86448.0,3.845383
6.803574085235596,10.257041931152344,86558.4,3.78093
6.799349784851074,10.249422073364258,86496.0,3.926744
6.89596700668335,10.38510513305664,86420.6,3.97003
6.894911289215088,10.383199691772461,86397.8,3.879767
6.892798900604248,10.379390716552734,86329.0,3.766544
6.888574600219727,10.371770858764648,86838.6,3.936249
6.793968677520752,10.229353904724121,86543.4,3.837359
6.79291296005249,10.227449417114258,86447.2,3.839598
6.79080057144165,10.223639488220215,86673.2,3.854854
6.786575794219971,10.216018676757812,86499.8,3.873023
6.838581562042236,10.29052734375,86464.0,3.953721
6.837525367736816,10.288623809814453,86340.2,3.913023
6.835413455963135,10.284812927246094,86369.6,3.814884
6.831189155578613,10.277194023132324,86393.4,3.839262
6.927806377410889,10.412878036499023,86449.4,3.910232
6.926750659942627,10.410972595214844,86572.8,3.868516
6.924638271331787,10.407161712646484,86338.2,3.901283
6.920413494110107,10.399543762207031,86263.8,3.903548
6.825808525085449,10.257125854492188,86546.4,4.105506
6.824752330780029,10.255221366882324,86715.2,3.909276
6.8226399421691895,10.251411437988281,86639.0,3.866744
6.81841516494751,10.243791580200195,86490.2,3.848692
6.870420932769775,10.318300247192383,86447.8,3.916423
6.8693647384643555,10.31639575958252,86530.2,3.732657
6.867252826690674,10.312585830688477,86639.6,3.975049
6.863028049468994,10.304966926574707,86327.2,3.866334
6.959646224975586,10.44064998626709,86351.2,3.863721
6.958589553833008,10.43874454498291,86617.4,4.036047
6.956477642059326,10.434934616088867,86484.0,3.910307
6.952253341674805,10.427315711975098,86665.2,3.877295
6.783240795135498,10.229788780212402,86784.6,3.869776
6.78218412399292,10.227882385253906,86925.2,3.906629
6.78007173538208,10.22407341003418,87072.0,3.90711
6.775847911834717,10.216453552246094,86632.6,3.859738
6.827852725982666,10.290962219238281,86481.6,3.815116
6.826797008514404,10.289058685302734,86855.2,3.749767
6.824685096740723,10.285247802734375,86698.4,3.80123
6.820460319519043,10.277627944946289,86717.4,3.92267
6.917078495025635,10.413311958312988,86689.4,3.882791
6.916022300720215,10.411406517028809,86433.8,3.789661
6.913909912109375,10.407597541809082,87178.6,3.904598
6.9096856117248535,10.39997673034668,86937.4,4.071374
6.815079689025879,10.257560729980469,86696.4,3.833678
6.814023494720459,10.255655288696289,86866.2,3.91988
6.811911582946777,10.251846313476562,86661.6,3.893521
6.807686805725098,10.244226455688477,86868.2,3.901855
6.859692096710205,10.318735122680664,86580.2,4.004611
6.858636379241943,10.316829681396484,86656.0,3.920933
6.8565239906311035,10.313020706176758,86661.2,3.927518
6.852299690246582,10.305400848388672,86712.2,3.871043
6.948917388916016,10.441083908081055,86913.4,3.835167
6.947861671447754,10.439179420471191,86908.8,3.909668
6.945749282836914,10.435369491577148,86901.8,3.921139
6.941524505615234,10.427749633789062,86469.2,3.876205
6.846919059753418,10.285332679748535,86404.2,3.824867
6.845862865447998,10.283428192138672,86621.8,3.821395
6.843750953674316,10.279619216918945,86612.8,3.920698
6.8395256996154785,10.271998405456543,86700.4,3.834052
6.891531944274902,10.346508026123047,86698.8,3.915056
6.890475749969482,10.344602584838867,86770.2,3.86583
6.888363361358643,10.34079360961914,86636.4,3.882326
6.884139060974121,10.333173751831055,86712.2,3.962831
6.980757236480713,10.468856811523438,86924.0,3.911949
6.979700565338135,10.466951370239258,86944.2,3.910337
6.977588176727295,10.463142395019531,86993.8,3.819369
6.973364353179932,10.455522537231445,86801.8,3.698605
6.694847106933594,10.119915008544922,87335.2,3.845172
6.693790912628174,10.118010520935059,53574.2,6.278015
6.691678524017334,10.114200592041016,53410.0,6.480755
6.6874542236328125,10.10658073425293,53369.2,6.406792
6.73945951461792,10.181089401245117,86993.6,3.909425
6.7384033203125,10.179184913635254,53543.2,6.427372
6.736291408538818,10.175374984741211,53489.6,6.434808
6.732066631317139,10.167755126953125,53529.0,6.383382
6.8286848068237305,10.303438186645508,87212.2,3.856437
6.8276286125183105,10.301534652709961,53727.8,6.456471
6.825516700744629,10.297724723815918,53685.6,6.474514
6.821291923522949,10.290103912353516,53537.0,6.433683
6.726686477661133,10.147686958312988,86947.8,3.858356
6.725629806518555,10.145782470703125,53718.0,6.483194
6.723517894744873,10.141973495483398,53616.0,6.449476
6.719293117523193,10.134353637695312,53443.2,6.388106
6.771298885345459,10.2088623046875,87377.2,3.896001
6.770243167877197,10.20695686340332,53721.2,6.44884
6.768130302429199,10.203145980834961,53654.8,6.200992
6.763906002044678,10.195528030395508,53472.8,6.355842
6.8605241775512695,10.33121109008789,87246.2,3.874232
6.85946798324585,10.329306602478027,53576.8,6.512914
6.85735559463501,10.325496673583984,53508.8,6.429057
6.853131294250488,10.317876815795898,53374.2,6.489434
6.758525371551514,10.175458908081055,87452.4,3.887816
6.757469654083252,10.173555374145508,53502.4,6.55434
6.755357265472412,10.169746398925781,53433.0,6.316227
6.751132488250732,10.162125587463379,53416.4,6.407163
6.803138732910156,10.23663330078125,87238.4,3.878912
6.802082061767578,10.234729766845703,53512.2,6.458644
6.79996919631958,10.230918884277344,53511.6,6.40051
6.795745849609375,10.22330093383789,53260.6,6.456604
6.89236307144165,10.358983993530273,87201.4,3.900332
6.891307353973389,10.357078552246094,53426.4,6.549811
6.889194965362549,10.35326862335205,53607.6,6.332928
6.8849711418151855,10.345649719238281,53593.0,6.458658
6.7159576416015625,10.148122787475586,86178.0,3.895806
6.714901447296143,10.146217346191406,53731.8,6.485597
6.712789058685303,10.142407417297363,53410.0,6.506415
6.7085652351379395,10.134788513183594,53489.2,6.269811
6.760570526123047,10.209296226501465,86300.6,3.893804
6.759514808654785,10.207391738891602,53688.8,6.432858
6.757402420043945,10.203581809997559,53482.0,6.235178
6.753177642822266,10.195961952209473,53500.8,6.355716
6.849795818328857,10.331645965576172,86313.0,3.834049
6.8487396240234375,10.329740524291992,53847.8,6.410426
6.846627235412598,10.325931549072266,53384.0,6.353208
6.842402935028076,10.318310737609863,53498.2,6.487925
6.74779748916626,10.175893783569336,86188.8,3.832528
6.74674129486084,10.173989295959473,53903.4,6.416171
6.74462890625,10.17017936706543,53560.4,6.477533
6.740403652191162,10.162559509277344,53514.0,6.48
6.792409896850586,10.237068176269531,86339.6,3.893721
6.791353702545166,10.235164642333984,53901.4,6.398588
6.789241313934326,10.231353759765625,53671.2,6.464745
6.785017013549805,10.223734855651855,53334.6,6.520377
6.8816351890563965,10.359417915344238,86534.2,3.882326
6.880578994750977,10.357513427734375,53678.2,6.364675
6.8784661293029785,10.353702545166016,53393.4,6.473585
6.874242305755615,10.346083641052246,53748.8,6.302292
6.779636383056641,10.203666687011719,86409.4,3.925494
6.778580188751221,10.201762199401855,53586.4,6.441125
6.776468276977539,10.197952270507812,53422.0,6.350189
6.772243499755859,10.190332412719727,53418.4,6.362774
6.824249267578125,10.264841079711914,86464.2,3.930465
6.823192596435547,10.262935638427734,53623.2,6.420587
6.821080207824707,10.259126663208008,53342.0,6.41079
6.816856384277344,10.251507759094238,53385.4,6.321887
6.913474082946777,10.387190818786621,86465.6,3.835349
6.912417888641357,10.385285377502441,53763.2,6.474759
6.910305976867676,10.381475448608398,53580.8,6.446736
6.906081676483154,10.373855590820312,53458.8,6.221132
6.800597190856934,10.240255355834961,86483.8,3.908605
6.799540996551514,10.238349914550781,86730.8,3.753946
6.797429084777832,10.234540939331055,86322.6,3.869174
6.793204307556152,10.226921081542969,86511.6,3.918837
6.84520959854126,10.301429748535156,86700.2,3.882465
6.844153881072998,10.299525260925293,86414.0,3.917031
6.842041492462158,10.29571533203125,86536.0,3.936977
6.8378167152404785,10.288095474243164,86250.4,3.76887
6.93443489074707,10.423778533935547,86317.8,3.883488
6.933379650115967,10.421875,86294.2,3.858728
6.931266784667969,10.41806411743164,86535.8,3.846279
6.927042007446289,10.410444259643555,86387.2,3.821152
6.832436561584473,10.268028259277344,86404.2,3.872558
6.8313798904418945,10.266122817993164,86591.4,3.825581
6.829267978668213,10.262313842773438,86395.4,3.870886
6.825043678283691,10.254693984985352,86702.8,3.922558
6.877048969268799,10.329202651977539,86458.6,3.842791
6.875993251800537,10.32729721069336,86492.0,3.952951
6.873880386352539,10.323488235473633,86479.4,3.889365
6.869656562805176,10.315868377685547,86483.2,3.875925
6.966274261474609,10.45155143737793,86524.8,3.909767
6.9652180671691895,10.44964599609375,86658.6,3.941003
6.96310567855835,10.445837020874023,86467.2,3.889785
6.958881378173828,10.438218116760254,86517.4,3.90093
6.8642754554748535,10.295801162719727,86565.8,3.830364
6.863219738006592,10.293895721435547,86240.0,3.88814
6.861107349395752,10.290085792541504,86602.0,3.894651
6.856882572174072,10.282466888427734,86445.8,3.90093
6.908888816833496,10.356975555419922,86508.8,3.75774
6.907832145690918,10.355070114135742,86480.8,3.883023
6.905719757080078,10.3512601852417,86331.0,3.888372
6.901495456695557,10.34364128112793,86555.4,3.886276
6.99811315536499,10.479324340820312,86425.0,3.877907
6.9970574378967285,10.477418899536133,86460.4,3.868837
6.994945049285889,10.473609924316406,86702.0,3.893991
