Col0,Col1,Col2,Col3,Col4,Performance-
2.504749298095703,4.720698356628418,3.8848178386688232,4.481639862060547,6.468810081481934,14.7016165104412
5.129537105560303,6.769345760345459,7.635784149169922,4.485850811004639,5.629994869232178,14.3349691398149
3.1870768070220947,6.831845283508301,4.991420745849609,3.762674570083618,9.295230865478516,14.6922295586067
0.7271997332572937,0.29223448038101196,4.09160041809082,1.7545236349105835,4.74031400680542,14.2197865114149
0.7582721710205078,2.1861701011657715,1.6061127185821533,2.5293431282043457,3.65824294090271,14.1672907204663
8.286755561828613,2.8685035705566406,5.833539962768555,8.775922775268555,6.190554141998291,14.1503863876905
1.322770118713379,1.7279293537139893,5.177461624145508,1.1074683666229248,5.5701003074646,14.0346447320394
10.740897178649902,2.6037261486053467,10.092659950256348,9.115510940551758,10.502779006958008,14.4640784412702
2.1919171810150146,3.5720407962799072,3.4425013065338135,3.4395742416381836,4.561675071716309,14.4915465873346
5.416787147521973,7.191915035247803,8.024709701538086,7.798834323883057,9.17531681060791,14.4725532973252
6.100337982177734,7.803191184997559,8.525888442993164,8.390929222106934,9.993522644042969,14.3822636085909
0.9492927193641663,2.541780710220337,6.196258544921875,2.524629592895508,7.426267147064209,14.0332777143732
3.1195194721221924,6.862017631530762,6.737642765045166,5.159821510314941,6.035109996795654,14.2799074743015
1.3930232524871826,1.7525975704193115,5.197405815124512,1.0830596685409546,5.614236831665039,14.3459209633793
1.7338268756866455,4.166296482086182,2.9184975624084473,2.497680902481079,6.205977916717529,13.7604685316534
4.405177593231201,0.5349826216697693,3.696544885635376,2.377620220184326,6.956477165222168,14.297781853361
8.541874885559082,4.705094814300537,5.946531295776367,7.60767126083374,7.899386405944824,14.3139291047097
1.665750503540039,2.2519619464874268,6.051780700683594,2.665424346923828,7.733082294464111,13.944481677684
4.04569673538208,5.457570552825928,6.707470893859863,6.7840142250061035,6.560839653015137,13.5423491418696
2.9451756477355957,5.253045558929443,7.165248394012451,1.1236644983291626,9.172201156616211,14.4408116230193
5.396500587463379,3.2632594108581543,2.6754746437072754,3.5210916996002197,5.226846218109131,14.0407600085172
3.959118366241455,7.628891468048096,7.46243143081665,5.221179962158203,7.9960808753967285,13.8834230793187
2.2802398204803467,3.8658206462860107,3.8639864921569824,3.2624995708465576,3.7648446559906006,13.9356823531302
10.376633644104004,6.166074752807617,8.666777610778809,10.56723690032959,10.206476211547852,14.1485032320817
8.978934288024902,4.818929195404053,6.595462799072266,10.17914867401123,8.917705535888672,14.1641935727699
3.2513492107391357,6.8327460289001465,6.836057662963867,4.942980766296387,7.006486892700195,13.7736645320512
6.903247356414795,1.046525239944458,5.840595722198486,3.770369052886963,8.232711791992188,14.4205638321897
5.718921184539795,6.055670738220215,8.200122833251953,9.062280654907227,6.728129863739014,16.3945735824904
10.514391899108887,4.647863388061523,7.681056022644043,11.380422592163086,8.583971977233887,15.9413676597829
4.174994945526123,8.15135669708252,6.248593330383301,5.524855136871338,10.440781593322754,16.05409835556
6.6880693435668945,5.602595329284668,5.240842819213867,5.909566879272461,10.168750762939453,16.0207825577468
3.0747666358947754,6.827242374420166,5.823183059692383,6.708693027496338,9.89065170288086,15.4185444312174
2.5634384155273438,5.209411144256592,5.225154399871826,5.603848934173584,7.873767375946045,16.1667586551848
4.3182854652404785,5.817420482635498,6.9004902839660645,7.104919910430908,7.286072731018066,16.3155961012723
4.008458614349365,3.4499101638793945,8.838300704956055,5.075826168060303,7.425194263458252,16.2082479490372
2.6017701625823975,1.9657104015350342,6.482198715209961,3.4566383361816406,7.208357810974121,16.2547960642775
5.640000343322754,1.3881003856658936,5.2059645652771,2.953179121017456,8.891977310180664,16.1267463746129
2.188783884048462,6.144955158233643,5.8755879402160645,4.499805927276611,6.263126373291016,16.1567121859265
4.6017327308654785,6.631715297698975,6.951522350311279,7.720015525817871,8.176011085510254,16.3747192485736
5.94382381439209,4.11423397064209,4.960737228393555,7.06525182723999,7.975579738616943,15.7588575441802
11.47594928741455,5.148622989654541,7.795116424560547,10.682662010192871,7.503996849060059,16.5112592089512
2.5900561809539795,4.444923400878906,3.0849268436431885,1.9513036012649536,4.089372634887695,16.2059464151769
2.3235955238342285,4.209295749664307,6.568662643432617,2.626227617263794,10.50450325012207,16.3032952254749
3.2641406059265137,3.9825801849365234,4.954732894897461,6.145766258239746,5.612672328948975,16.4028162797928
10.852017402648926,5.170259475708008,4.898325443267822,10.27759075164795,4.911930084228516,16.1285103400819
5.02034854888916,8.374076843261719,6.940336227416992,6.533349514007568,10.597135543823242,16.2590477370451
7.939929008483887,6.01392126083374,5.5701904296875,5.579351902008057,8.75844955444336,16.2711287132145
1.7025096416473389,4.087738990783691,8.035524368286133,1.988836646080017,7.069139003753662,15.94398313982
7.696085453033447,3.1030335426330566,4.136012554168701,7.158603191375732,6.915693759918213,15.8977785994603
5.18998908996582,7.2255539894104,7.605151176452637,7.584798336029053,9.354504585266113,15.2443239191038
5.518416881561279,3.238774061203003,9.508280754089355,4.4131975173950195,5.752861499786377,15.8069052559591
6.374752998352051,7.833215713500977,7.711084842681885,7.47136926651001,9.81027603149414,15.8711057592608
5.225981712341309,2.5355565547943115,3.195800304412842,4.776193141937256,6.442042350769043,15.759063762445
6.6388020515441895,6.930802822113037,9.390908241271973,9.0145845413208,8.437314987182617,16.082352114306
5.071555137634277,0.8009384870529175,3.622812032699585,1.7521413564682007,5.682884693145752,15.6346858691987
9.562824249267578,3.0760703086853027,9.628951072692871,7.866191864013672,11.15965461730957,16.1315951887074
1.5304760932922363,2.2757182121276855,3.952308177947998,0.0,5.386695384979248,16.1278575094943
10.965977668762207,4.73130464553833,8.397028923034668,10.95734977722168,8.948800086975098,15.6883109872956
2.500558614730835,2.640355110168457,7.9626545906066895,3.5793917179107666,6.1674418449401855,16.0909298391142
5.2013068199157715,5.443548202514648,8.64494514465332,4.358585357666016,10.889793395996094,15.7345445535858
3.8659751415252686,7.634776592254639,5.601021766662598,3.8895139694213867,9.155770301818848,15.8155101807394
2.6216936111450195,5.4285736083984375,4.094198226928711,4.139062881469727,6.921788692474365,16.1186897307093
6.969440460205078,0.0,6.70003080368042,5.7019944190979,7.469454288482666,15.5489614378719
2.406338930130005,5.478023529052734,4.047396183013916,4.246062278747559,7.24363374710083,15.9499308501545
2.1509904861450195,6.063698768615723,5.730685710906982,4.744626522064209,6.5763630867004395,15.9044035252785
3.524022102355957,4.705107688903809,6.36348295211792,6.862290859222412,4.858301162719727,15.8653259931155
3.7112138271331787,4.112443447113037,9.19679069519043,5.03070592880249,9.310872077941895,16.0303552865557
2.0530169010162354,4.225743770599365,6.828949928283691,0.6754185557365417,7.125875473022461,16.0604751391198
8.248400688171387,5.1576762199401855,6.295641899108887,9.466309547424316,9.520291328430176,15.6902689397387
1.357583999633789,2.7015221118927,3.15727162361145,4.590377330780029,4.501863479614258,15.944514203738
6.504124164581299,5.695701599121094,5.425120830535889,6.062977313995361,11.116912841796875,16.1697909106498
7.3825907707214355,0.0,6.997038841247559,5.9561967849731445,7.233351230621338,16.1942390229842
5.764392375946045,7.8027729988098145,8.859893798828125,7.918624401092529,9.961544036865234,15.720628370168
4.015334129333496,5.583170413970947,5.2990851402282715,4.944499492645264,6.360058784484863,16.2824561389759
8.438311576843262,4.090290546417236,4.950131893157959,7.550451755523682,7.2921366691589355,16.0104484382669
5.917377948760986,6.876160621643066,8.362372398376465,8.988933563232422,7.8105645179748535,15.7577479568159
5.3543620109558105,4.991957187652588,10.11190414428711,6.3995680809021,10.46883773803711,15.9861433690311
0.8549069762229919,3.3275887966156006,5.936647415161133,1.4212886095046997,7.840555667877197,15.5650628645668
8.022560119628906,6.612624645233154,7.265034198760986,8.716792106628418,11.238410949707031,16.2630818325679
4.982870578765869,6.984206199645996,5.986620903015137,6.475456714630127,8.174602508544922,16.1947578131856
3.567767858505249,4.902718544006348,5.368619918823242,6.000313758850098,6.292450428009033,15.6600976142918
5.095440864562988,3.771193265914917,10.51790714263916,6.454806327819824,8.32480239868164,15.4642662385358
3.5512588024139404,7.0892534255981445,6.71668815612793,5.056816101074219,7.721446514129639,15.812884948567
3.292943000793457,7.250200271606445,5.553778648376465,3.2146759033203125,7.415552616119385,16.1022138556891
6.56892728805542,10.054062843322754,6.979314804077148,7.928750514984131,9.49943733215332,15.9679420937042
2.445953607559204,2.2993602752685547,3.560018301010132,5.285600185394287,3.578094959259033,15.3961991355221
8.468196868896484,1.4562857151031494,8.348356246948242,7.3451313972473145,9.7883939743042,15.3489406104788
4.642520427703857,5.284938335418701,7.074742317199707,7.5809454917907715,4.845806121826172,15.946382364682
2.381986618041992,4.232953071594238,3.958996295928955,3.690217971801758,5.986143589019775,15.7227189064348
7.102254390716553,4.687257766723633,4.387693405151367,6.457457065582275,8.210025787353516,15.8382784471534
6.334218978881836,1.8880748748779297,3.4006919860839844,5.68007755279541,5.022587299346924,16.0462845495881
10.998297691345215,4.772961139678955,8.388191223144531,11.041303634643555,8.965975761413574,15.8019579575495
2.4547128677368164,6.317073822021484,5.844184398651123,4.684638023376465,6.74050760269165,15.9232473513479
2.655184745788574,5.412892818450928,5.42917013168335,5.760622501373291,8.272676467895508,15.1226898710088
6.8232855796813965,3.777961492538452,5.1046247482299805,6.7050042152404785,6.836323261260986,15.8777268417088
4.697516918182373,5.573154926300049,5.548495292663574,6.029862403869629,5.315892696380615,16.1693580920197
3.7306225299835205,7.336320400238037,6.389058589935303,7.020744800567627,9.974992752075195,16.0949850835483
2.7056996822357178,4.867908954620361,4.610437870025635,5.074958801269531,6.261801242828369,16.1418475091552
6.4663567543029785,7.556203842163086,8.976983070373535,8.878436088562012,9.62908935546875,16.055756785264
1.656214714050293,3.760585308074951,6.996540546417236,1.8350223302841187,8.7443208694458,15.6467470638652
43.941287994384766,46.43434524536133,0.0,0.0,17.534893035888672,14.087726595374
43.96188735961914,46.41666030883789,0.0,0.0,17.55193519592285,14.1670167177885
43.924842834472656,46.48398208618164,0.0,0.0,17.65924835205078,14.2809776530953
43.87977981567383,46.519474029541016,0.0,0.0,17.74486541748047,14.3344235201398
43.83830261230469,46.3116455078125,0.0,0.0,17.508338928222656,14.1069993003103
43.93800735473633,46.52236557006836,0.0,0.0,17.661474227905273,14.2225692948399
43.784366607666016,46.397003173828125,0.0,0.0,17.598669052124023,14.2286592646917
43.775856018066406,46.44974136352539,0.0,0.0,17.675617218017578,14.2471232316425
43.77677917480469,46.3786735534668,0.0,0.0,17.597015380859375,14.1374050654597
43.86827850341797,46.48308563232422,0.0,0.0,17.673622131347656,14.3494044625002
44.01460647583008,46.56547164916992,0.0,0.0,17.227210998535156,14.4001940098352
44.170387268066406,46.34587097167969,0.0,0.0,17.392911911010742,13.6952114252917
44.04267501831055,47.46623229980469,0.0,0.0,17.701292037963867,13.7019234878403
42.96110153198242,45.34751892089844,0.0,0.0,16.121580123901367,14.2376989088668
43.82887649536133,46.754520416259766,0.0,0.0,17.711322784423828,13.3587252315413
47.38655471801758,44.989444732666016,0.0,0.0,17.860977172851562,13.3348282329957
45.79575729370117,48.30154037475586,0.0,0.0,19.89075469970703,13.4993184178456
45.20853805541992,47.86507797241211,0.0,0.0,18.691377639770508,13.4827773187025
44.9785270690918,46.98383712768555,0.0,0.0,17.934917449951172,13.9068635570979
43.59559631347656,45.202213287353516,0.0,0.0,18.279743194580078,13.3982485875091
44.468299865722656,47.200279235839844,0.0,0.0,17.75761604309082,13.4402177638348
43.92966079711914,46.51945877075195,0.0,0.0,17.660320281982422,13.2769928216634
43.83152389526367,46.441104888916016,0.0,0.0,17.576101303100586,13.3714471431291
43.848060607910156,46.377037048339844,0.0,0.0,17.53347396850586,13.6114403043494
44.162315368652344,46.947940826416016,0.0,0.0,17.514636993408203,15.6878084691201
43.79404067993164,46.37068557739258,0.0,0.0,17.52566909790039,15.7207738475411
2.750356912612915,2.312535285949707,0.7722179889678955,4.6638617515563965,8.016613006591797,14.2798902911987
2.8107335567474365,2.165473222732544,0.7231359481811523,4.5122294425964355,7.710568904876709,15.0198676910926
3.884568214416504,4.5096635818481445,0.9791615009307861,6.061213493347168,8.0875244140625,15.1006571157294
2.9003689289093018,2.046323537826538,0.7575564384460449,4.631857395172119,7.560931205749512,15.347939739602
2.8666441440582275,2.1440868377685547,0.7073459625244141,4.47878360748291,7.605259895324707,15.0316664878327
2.8460800647735596,2.195580005645752,0.7722764015197754,4.469590187072754,7.67616605758667,15.1859562015529
2.8782527446746826,2.1998848915100098,0.7299113273620605,4.44484281539917,7.646761894226074,14.6226886806095
2.78369402885437,2.194211959838867,0.669668436050415,4.4959540367126465,7.648960113525391,14.6731782154544
2.8141465187072754,2.0841474533081055,0.6637160778045654,4.546187877655029,7.535904884338379,14.9959807256865
3.0665037631988525,1.9708795547485352,0.8281421661376953,4.845051288604736,7.502757549285889,15.3059164655422
2.8250463008880615,2.2431442737579346,0.7118875980377197,4.452359676361084,7.691920757293701,15.2772585902856
2.8812897205352783,2.0421876907348633,0.7130496501922607,4.646674156188965,7.587200164794922,15.5765157359817
2.862894296646118,2.160588502883911,0.7165200710296631,4.45668363571167,7.561784744262695,14.5854903438768
2.890080690383911,2.0831716060638428,0.6949129104614258,4.505529880523682,7.469867706298828,14.6746390186617
2.876446008682251,2.1795060634613037,0.7367804050445557,4.478116512298584,7.573516845703125,14.4337510037051
2.8844683170318604,2.0678112506866455,0.6908810138702393,4.587261199951172,7.518344402313232,15.3132090499887
4.969845294952393,2.751995325088501,2.5460031032562256,5.271618366241455,9.10283374786377,15.500715747433
1.4626929759979248,5.578752517700195,3.872359275817871,4.544230937957764,9.465097427368164,14.8111349304449
1.811654806137085,4.747143745422363,4.934561252593994,5.314594745635986,8.599089622497559,14.6015403717016
3.757502794265747,7.926271915435791,7.357489585876465,6.809983730316162,12.039377212524414,15.0135003358126
2.900333881378174,6.893555164337158,6.000306606292725,6.76285457611084,10.709095001220703,14.4493235076411
2.9286739826202393,2.6921229362487793,1.079390525817871,4.707722187042236,8.372726440429688,15.0421285922947
5.148161888122559,3.1315834522247314,2.853177070617676,5.315479755401611,9.45894718170166,15.1539733032399
1.739055871963501,5.987486362457275,4.101003170013428,4.701074600219727,9.857555389404297,15.3310165735037
2.088017463684082,5.155877113342285,5.163204193115234,5.471437454223633,8.991547584533691,14.8682153018465
4.033865928649902,8.335005760192871,7.586132049560547,6.96682596206665,12.431835174560547,15.4581620445615
