Col0,Col1,Performance-,Cpu-
4.189347267150879,8.190492630004883,213141.8,26.033276
4.188867568969727,8.190250396728516,210227.4,24.958921
4.187907695770264,8.189764022827148,208212.0,24.701132
4.18598747253418,8.188791275024414,206356.0,24.124592
4.182147026062012,8.186846733093262,212538.2,24.19921
4.180962085723877,8.201799392700195,289875.0,30.631693
4.180481910705566,8.201556205749512,282382.0,30.073811
4.1795220375061035,8.201070785522461,281613.0,30.275882
4.1776018142700195,8.20009708404541,280991.2,30.53404
4.173761367797852,8.198152542114258,285044.6,29.917772
4.197497367858887,8.189887046813965,210540.4,25.44205
4.197017192840576,8.189643859863281,211658.2,24.679534
4.196057319641113,8.18915843963623,210459.4,25.070289
4.194137096405029,8.188186645507812,212133.2,25.026757
4.190296649932861,8.186241149902344,212470.4,25.061845
4.189111709594727,8.201193809509277,285264.0,30.962516
4.188631534576416,8.20095157623291,281682.0,30.454914
4.187671661376953,8.200465202331543,287855.4,30.797619
4.185751438140869,8.199492454528809,284911.2,30.640518
4.181910991668701,8.197547912597656,284776.6,30.557679
4.193669319152832,8.184717178344727,210550.6,24.586929
4.1931891441345215,8.184473037719727,208790.8,24.917749
4.192229270935059,8.183987617492676,213360.2,25.028118
4.190309047698975,8.183015823364258,209169.4,24.911732
4.186468601226807,8.181071281433105,209407.8,24.849742
4.201818943023682,8.184110641479492,214489.6,25.022671
4.201338768005371,8.183868408203125,214902.8,25.30422
4.200378894805908,8.183382034301758,211515.4,25.137431
4.198458671569824,8.182409286499023,210777.0,24.903115
4.1946187019348145,8.180465698242188,208808.2,25.199753
4.185283660888672,8.196022987365723,283621.0,30.423311
4.184803485870361,8.195780754089355,280847.6,30.161273
4.183843612670898,8.195294380187988,280589.4,30.186136
4.1819233894348145,8.194321632385254,284188.8,30.345291
4.178083419799805,8.192378044128418,283064.6,29.941261
4.1934332847595215,8.195418357849121,282258.2,30.304057
4.192953586578369,8.195174217224121,284702.8,30.621609
4.191993236541748,8.19468879699707,282503.6,30.301911
4.190073013305664,8.193717002868652,287329.2,30.496312
4.186233043670654,8.1917724609375,285730.4,30.184044
4.2125678062438965,8.185264587402344,209887.0,24.653946
4.212088108062744,8.185022354125977,209100.4,24.822645
4.211127758026123,8.184536933898926,208741.6,24.987536
4.209208011627197,8.183564186096191,211023.0,25.164532
4.205367565155029,8.181618690490723,207052.0,24.337605
4.220717906951904,8.184660911560059,210805.2,24.75537
4.220237731933594,8.184416770935059,215827.6,25.031688
4.219277381896973,8.183930397033691,212738.8,25.123272
4.217357635498047,8.182958602905273,216785.0,24.740116
4.213517189025879,8.181014060974121,211197.2,25.278858
4.2041826248168945,8.196572303771973,281399.8,30.219659
4.203702449798584,8.196329116821289,288695.2,30.420437
4.202742576599121,8.195842742919922,286867.4,30.145163
4.200822353363037,8.194870948791504,288569.6,30.70664
4.196981906890869,8.192925453186035,287173.2,30.148974
4.212332248687744,8.195966720581055,284881.2,30.495238
4.211852550506592,8.195724487304688,287750.6,30.90318
4.210892200469971,8.19523811340332,288207.4,30.633252
4.208971977233887,8.194265365600586,285984.8,30.184496
4.205132007598877,8.192320823669434,285639.8,30.537924
4.21688985824585,8.179490089416504,211295.6,24.685063
4.216409683227539,8.17924690246582,211220.6,24.567789
4.215449810028076,8.178760528564453,208525.0,24.746515
4.213529586791992,8.177787780761719,210964.4,25.176413
