#
 0,           exploit,30,  0.21,  0.03,            *--------|                   ,  0.19,  0.40, 26.15
 0,               rrp,17,  0.21,  0.12,          - *      --|                   ,  0.18,  0.39, 57.12
 0,     warm4/exploit,30,  0.21,  0.14,            *       -|                   ,  0.18,  0.38, 243.49
 0,     warm4/exploit,25,  0.21,  0.04,          - * ------ |                   ,  0.18,  0.64, 249.44
 0,     warm4/exploit,20,  0.21,  0.04,           -* -------|                   ,  0.19,  0.67, 239.72
 0,            random,30,  0.22,  0.07,           -*   -----|---                ,  0.19,  0.42, 0.00
 0,           exploit,25,  0.22,  0.13,           -*       -|                   ,  0.18,  0.38, 21.64
 0,            random,20,  0.24,  0.01,           --*-------|                   ,  0.20,  0.36, 0.00
#
 1,            random,25,  0.35,  0.14,            --      *|--                 ,  0.20,  0.41, 0.00
 1,           exploit,20,  0.36,  0.05,            ------   *--                 ,  0.19,  0.43, 16.25
#
 2,     warm4/explore,30,  0.39,  0.19,                     | * -               ,  0.21,  0.51, 243.86
 2,     warm4/explore,20,  0.40,  0.19,            --       | * --              ,  0.09,  0.48, 239.68
 2,     warm4/explore,25,  0.40,  0.04,              -------|  *-----           ,  0.24,  0.52, 252.01
 2,           explore,30,  0.40,  0.05,                     |- * --             ,  0.21,  0.53, 25.96
 2,           explore,25,  0.41,  0.06,              -------|- * ---            ,  0.19,  0.52, 21.97
 2,           explore,20,  0.42,  0.03,                    -|-- *--             ,  0.21,  0.52, 16.64
#
 3,       baseline,86058,  0.43,  0.06,             --------|--  *---           ,  0.03,  0.54, 0.11
