#
 0,       gpt/exploit,20,  0.49,  0.06, *   -------         |                   ,  0.49,  0.63, 203.22
 0,           exploit,25,  0.49,  0.05, *   -------         |                   ,  0.49,  0.68, 6.05
 0,    gemini/exploit,25,  0.49,  0.06, *   -------         |                   ,  0.49,  0.63, 6.06
 0,       gpt/exploit,25,  0.49,  0.05, *   -------         |                   ,  0.49,  0.63, 204.83
 0,           exploit,30,  0.49,  0.00, *----------         |                   ,  0.49,  0.63, 5.59
 0,    gemini/exploit,30,  0.49,  0.06, *   -------         |                   ,  0.49,  0.63, 7.29
 0,       gpt/exploit,30,  0.49,  0.03, * ---------         |                   ,  0.49,  0.63, 206.69
#
 1,    gemini/exploit,20,  0.50,  0.12, *        --         |                   ,  0.49,  0.63, 4.07
 1,               TPE,25,  0.52,  0.07,   *  ---            |                   ,  0.49,  0.60, 59.90
 1,               TPE,20,  0.55,  0.05, --  *--             |                   ,  0.49,  0.63, 27.43
 1,               TPE,30,  0.55,  0.01, ----*------         |                   ,  0.49,  0.64, 81.57
 1,           exploit,20,  0.55,  0.08,     * -----         |                   ,  0.49,  0.63, 3.36
#
 2,            random,25,  0.55,  0.05, --  * --------      |                   ,  0.49,  0.68, 0.00
 2,       gpt/explore,20,  0.55,  0.08, ----*      ---      |                   ,  0.49,  0.81, 203.90
 2,       gpt/explore,25,  0.55,  0.06,   --*   ---         |                   ,  0.49,  0.65, 205.99
 2,            random,20,  0.56,  0.07, ---- *   ---        |                   ,  0.49,  0.66, 0.00
 2,           explore,20,  0.56,  0.04,   -- * ----         |                   ,  0.49,  0.68, 3.81
 2,            PI_GPM,25,  0.56,  0.04, ---- * ----         |                   ,  0.49,  0.64, 2866.71
 2,    gemini/explore,25,  0.56,  0.04,   -- *  ----        |                   ,  0.50,  0.68, 4.34
 2,            EI_GPM,30,  0.56,  0.04,   -- * ----         |                   ,  0.49,  0.64, 2902.08
 2,       gpt/explore,30,  0.56,  0.06,   -- *   --         |                   ,  0.49,  0.70, 205.62
 2,            random,30,  0.57,  0.02, ---- *              |                   ,  0.49,  0.60, 0.00
#
 3,           UCB_GPM,30,  0.57,  0.08, ----  *             |                   ,  0.49,  0.64, 2470.57
 3,            EI_GPM,20,  0.57,  0.08,       *             |                   ,  0.49,  0.64, 3113.17
 3,           UCB_GPM,25,  0.57,  0.08,       *             |                   ,  0.49,  0.64, 2660.30
 3,            PI_GPM,20,  0.59,  0.07,   ---  *            |                   ,  0.49,  0.64, 2958.17
 3,            EI_GPM,25,  0.59,  0.07,     -  *            |                   ,  0.49,  0.64, 7880.08
 3,           explore,25,  0.59,  0.07,     -  *   -------- |                   ,  0.50,  0.74, 5.61
 3,            PI_GPM,30,  0.59,  0.06,   ---- *            |                   ,  0.49,  0.64, 2705.16
 3,           explore,30,  0.59,  0.06,     -- *   -        |                   ,  0.50,  0.69, 5.73
#
 4,    gemini/explore,30,  0.59,  0.08, ----   *   --       |                   ,  0.50,  0.73, 7.32
#
 5,           UCB_GPM,20,  0.59,  0.07,     -  *            |                   ,  0.49,  0.64, 2895.66
 5,    gemini/explore,20,  0.59,  0.06,     --  *  ----     |                   ,  0.54,  0.73, 3.76
#
 6,                rrp,9,  0.65,  0.10,     -       *-------|-----------------  ,  0.50,  0.99, 0.10
#
 7,         baseline,196,  0.75,  0.12,          --------   *      -----------  ,  0.49,  1.00, 0.00
